brianpid,season,position,age,team,unitid,college,franname,wt,ht,birthdate,drafted_team,draft_round,draft_pkoverall,nfldraftyear,suppdraft,undrafted,nfldraft,birthday,transfercollege,drafted_fran,major_award,all_american,combineonly,combinepart,race,divfbs,bcsschool,birthcity,birthstate,captain,g,gs,av,law,lgeaction,tmaction,alcohol,drugs,driving,harm_othr,domestic,weapon,othr_crm,chrg_drop,guilty,acquit,probn,jail,susp_s,fine,other_punish,plea,divprog,team_suspend,team_boot,team_fine,nfl_suspend,nfl_boot,nfl_fine,nfl_counsel,intincident,finalsusp,indefinite,finalfinegame,finalfineextra,cutfromteam,otherdocking,lgepunished,teampunished,directtolge,directtoteam,directtoplayer,directtofans,directtoref,directtocoach,directtomedia,directtosociety,perscond,subabuse,pedpolicy,cdtt,cdtl,fieldfight,fieldhit,fieldnonv,fieldunsport,uniformequp,leaguerules,undisclosed,contract,fieldmis,oncond,playerappealed,appealsuccess,yrs,nflexp,probowl,apcomepoy,apdefpoy,apdefroy,apmvp,apoffpoy,apoffroy,bertbell,pfwacomepoy,pfwamvp,sbmvp,wpmoy,seasontotalaward,cpi_urban,deflator,real_basesal,real_signbonus,real_totbon,real_totsal,real_capvalue,fips,winpct,fbplay,sbchamp,msa_pop,real_msainc,oid,owner,owner_fnd,single,partner,corp,sportent,govt,lgecontrol,familyowned,gen2,gen3,winpctlag1
brian-smith-1,2007,DE,,Jacksonville Jaguars,178396,Missouri,Jacksonville Jaguars,,,9/16/1983,Jacksonville Jaguars,4,113,2007,,,1,,,,0,0,0,0,2,1,1,Denton,TX,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,0,0,0,0,0,0,0,0,0,0,0,0,207.342,.84587955,0,0,0,0,0,27260,.68800002,1,0,1306788,61966389248,WeavWa0,Wayne Weaver,1993,1,0,0,0,0,0,0,0,0,.5
brian-smith-10,1999,LB,,,100663,UAB,Atlanta Falcons,,,2/25/1978,,,,1999,,,,,,,,,,,6,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,166.60001,.67966712,0,0,0,0,0,12060,.31299999,0,0,4142588,191738806272,SmitTa0,Taylor Smith,1990,1,0,0,0,0,0,0,1,0,.875
brian-suite-1,2015,SS,,,230728,Utah State,Detroit Lions,,,4/21/1992,,,,2015,,,,,,,,,,,1,1,0,Honolulu,HI,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,237.017,.96694273,0,861.47809,0,861.47809,861.47809,19820,.43799999,0,0,4302043,208638492672,FordMa0,Martha Firestone Ford,2014,1,0,0,0,0,0,0,0,0,.68800002
brian-vogler-1,2015,TE,,,100751,Alabama,Chicago Bears,,,3/7/1992,,,,2015,,,,,,,,,,,1,1,1,Morristown,NJ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,237.017,.96694273,0,1551.2811,0,1551.2811,1551.2811,16980,.375,0,0,9551031,532257079296,McCaVi0,Virginia Halas McCaskey,1983,1,0,0,0,0,0,0,1,0,.31299999
brian-wozniak-1,2014,TE,,,240444,Wisconsin,Atlanta Falcons,,,8/9/1990,,,,2014,,,,,,,,,,,1,1,1,Loveland,OH,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,236.73599,.96579629,0,689.58643,0,689.58643,689.58643,12060,.375,0,0,5615364,252880125952,BlanAr0,Arthur Blank,2002,1,0,0,0,0,0,0,0,0,.25
brice-schwab-2013,2013,RT,,,104151,Arizona State,New England Patriots,,,10/4/1989,,,,2013,,,,,,,,,,,1,1,1,West Sunbury,PA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,232.957,.95037943,303036.88,3507.0203,0,306543.88,306543.88,14460,.75,1,0,4698356,308145192960,KrafRo0,Robert Kraft,1994,1,0,0,0,0,0,0,0,0,.75
brock-jensen-2014,2014,QB,,,200332,North Dakota State,Miami Dolphins,,,9/19/1990,,,,2014,,,,,,,,,,,1,0,0,Waupaca,WI,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,236.73599,.96579629,5177.0752,3795.8315,0,8972.9063,8972.9063,33100,.5,0,0,5937100,294422544384,RossSt0,Stephen Ross,2008,1,0,0,0,0,0,0,0,0,.5
bronson-irwin-2014,2014,G,,,207500,Oklahoma,Seattle Seahawks,,,2/16/1992,,,,2014,,,,,,,,,,,1,1,1,Mustang,OK,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,236.73599,.96579629,0,1207.2939,0,1207.2939,1207.2939,42660,.75,1,0,3672866,226081931264,AllePa0,Paul Allen,1997,1,0,0,0,0,0,0,0,0,.81300002
brownjos01,2003,K,24,Seattle Seahawks,181464,Nebraska,Seattle Seahawks,202,6-0,4/29/1979,Seattle Seahawks,7,222,2003,0,0,1,29apr1979,,Seattle Seahawks,0,0,0,1,1,1,1,Tulsa,OK,0,16,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,184,.75065273,0,0,0,0,0,42660,.625,1,0,3133021,164585013248,AllePa0,Paul Allen,1997,1,0,0,0,0,0,0,0,0,.43799999
brownkri01,1999,K,23,Pittsburgh Steelers,181464,Nebraska,Pittsburgh Steelers,206,5-11,12/23/1976,Pittsburgh Steelers,7,228,1999,0,0,1,23dec1976,,Pittsburgh Steelers,0,0,0,,1,1,1,Southlake,TX,0,16,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,166.60001,.67966712,0,0,0,0,0,38300,.375,0,0,2438518,104567873536,RoonDa0,Dan Rooney,1988,1,0,0,0,0,0,1,1,0,.43799999
bryan-bennett-1,2015,QB,,,160612,Southeastern Louisiana,Indianapolis Colts,,,3/6/1992,,,,2015,,,0,,,,,,1,1,1,0,0,Los Angeles,CA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,0,0,0,0,0,0,0,0,0,0,0,0,237.017,.96694273,0,3446.9465,0,3446.9465,3446.9465,26900,.5,0,0,1988817,99286269952,IrsaJa0,Jim Irsay,1997,1,0,0,0,0,0,0,1,0,.68800002
bryan-collins-1,2013,G,,,228246,Southern Methodist,Houston Texans,,,11/7/1990,,,,2013,,,,,,,,,,,2,1,0,Keller,TX,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,232.957,.95037943,70498.156,0,0,70498.156,70498.156,26420,.125,0,0,6332710,339229900800,McNaBo0,Robert C. McNair,2002,1,0,0,0,0,0,0,0,0,.75
bryan-jennings-1,1997,TE,,,233921,Virginia Tech,Los Angeles Chargers,,,1/22/1975,,,,1997,,,,,,,,,,,2,1,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,160.5,.65478134,0,0,0,0,0,41740,.25,0,0,2692600,110041939968,SpanAl0,Alex Spanos,1984,1,0,0,0,0,0,0,0,0,.5
bryan-labelle-1999,1999,OL,,,147767,Northwestern,New Orleans Saints,,,4/12/1976,,,,1999,,,,,,,,,,,1,1,1,Kent,WA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,166.60001,.67966712,0,0,0,0,0,35380,.18799999,0,0,1317149,49685016576,BensTo0,Tom Benson,1985,1,0,0,0,0,0,0,0,0,.375
bryan-shepherd-2014,2014,CB,,,200332,North Dakota State,Washington Redskins,,,3/2/1991,,,,2014,,,,,,,,,,,2,0,0,Olathe,KS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,236.73599,.96579629,0,2760.4165,0,2760.4165,2760.4165,47900,.25,0,0,6033891,390384680960,SnydDa0,Dan Snyder,1999,1,0,0,0,0,0,0,0,0,.18799999
bryant-mcneal-1,2003,DE,,Denver Broncos,217882,Clemson,Denver Broncos,,,7/13/1979,Denver Broncos,4,128,2003,,,1,,,,0,0,0,1,2,1,1,Swansea,SC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,0,0,0,0,0,0,0,0,0,0,0,0,184,.75065273,0,0,0,0,0,19740,.625,1,0,2284876,121431580672,BowlPa0,Pat Bowlen,1984,1,0,0,0,0,0,0,0,0,.56199998
bt-sanders-2017,2017,S,,,159966,Nicholls State,Buffalo Bills,,,6/29/1995,,,,2017,,,,,,,,,,,2,0,0,Hattiesburg,MS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,245.12,1,7200,0,0,7200,7200,15380,.56300002,1,0,,,PeguTe0,Terry Pegula,2014,1,0,0,0,0,0,0,0,0,.43799999
byron-jerideau-1,2013,DT,,,218663,South Carolina,Los Angeles Chargers,,,5/28/1989,,,,2013,,,,,,,,,,,2,1,1,Green Pond,SC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,232.957,.95037943,303036.88,1752.984,0,299528.78,304789.84,41740,.56300002,1,0,3223645,165994725376,SpanAl0,Alex Spanos,1984,1,0,0,0,0,0,0,0,0,.43799999
caleb-azubike-1,2016,DE,,,221999,Vanderbilt,Dallas Cowboys,,,3/31/1994,,,,2016,,,,,,,,,,,2,1,1,,Nigeria,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,240.007,.97914082,0,1701.4917,0,1701.4917,1701.4917,19100,.81300002,1,0,7233323,377882312704,JoneJe0,Jerry Jones,1989,1,0,0,0,0,0,0,0,0,.25
caleb-kidder-2017,2017,DE,,,180489,Montana,New England Patriots,,,2/4/1994,,,,2017,,,,,,,,,,,1,0,0,Helena,MT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,245.12,1,355500,833,0,356333,356333,14460,.81300002,1,0,,,KrafRo0,Robert Kraft,1994,1,0,0,0,0,0,0,0,0,.875
calvin-armstrong-2005,2005,OT,,Philadelphia Eagles,236939,Washington State,Philadelphia Eagles,,,3/31/1982,Philadelphia Eagles,6,211,2005,,,1,,,,0,0,0,1,1,1,1,Centralia,WA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,0,0,0,0,0,0,0,0,0,0,0,0,195.3,.79675263,0,0,0,0,0,37980,.375,0,0,5829139,296819195904,LuriJe0,Jeffrey Lurie,1994,1,0,0,0,0,0,0,0,0,.81300002
calvin-heurtelou-1,2016,DT,,,135726,Miami FL,Denver Broncos,,,4/10/1993,,,,2016,,,,,,,,,,,2,1,1,Spring Valley,NY,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,240.007,.97914082,0,680.18817,0,680.18817,680.18817,19740,.56300002,0,0,2853077,165451169792,BowlPa0,Pat Bowlen,1984,1,0,0,0,0,0,0,0,0,.75
calvin-wilkinson-1,2000,LB,,,216339,Temple,Baltimore Ravens,,,5/5/1977,,,,2000,,,,,,,,,,,6,1,1,Vineland,NJ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,172.2,.70251304,0,0,0,0,0,12580,.75,1,1,2557958,122528047104,ModeAr0,Art Modell,1961,1,0,0,0,0,0,0,0,0,.5
cameron-bell-1,2012,RB,,,147703,Northern Illinois,San Francisco 49ers,,,9/8/1988,,,,2012,,,,,,,,,,,2,1,0,Columbia,SC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,229.59399,.93665957,237.01247,0,0,237.01247,237.01247,41860,.71899998,1,0,4462425,332023791616,york-yu-100,Jed York & Gideon Yu,2009,0,1,0,0,0,0,0,1,0,.81300002
cameron-botticelli-1,2015,DE,,,174066,Minnesota,Los Angeles Chargers,,,10/19/1991,,,,2015,,,,,,,,,,,1,1,1,Milwaukee,WI,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,237.017,.96694273,0,344.3844,0,344.3844,344.3844,41740,.25,0,0,3299521,181870821376,SpanAl0,Alex Spanos,1984,1,0,0,0,0,0,0,0,0,.56300002
cameron-clemmons-1,2015,T,,,157951,Western Kentucky,Los Angeles Chargers,,,8/3/1992,,,,2015,,,,,,,,,,,2,1,0,Mt. Juliet,TN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,237.017,.96694273,0,5170.937,0,5170.937,5170.937,41740,.25,0,0,3299521,181870821376,SpanAl0,Alex Spanos,1984,1,0,0,0,0,0,0,0,0,.56300002
cameron-mcleod-1,2015,DT,,,204857,Ohio Univ,Houston Texans,,,9/15/1992,,,,2015,,,,,,,,,,,2,1,0,Leakesville,MS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,237.017,.96694273,0,1034.1874,0,1034.1874,1034.1874,26420,.56300002,1,0,6656947,374145417216,McNaBo0,Robert C. McNair,2002,1,0,0,0,0,0,0,0,0,.56300002
cameron-stingily-1,2015,RB,,,147703,Northern Illinois,Pittsburgh Steelers,,,10/5/1991,,,,2015,,,,,,,,,,,2,1,0,Romeovill,IL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,237.017,.96694273,0,344.3844,0,344.3844,344.3844,38300,.625,1,0,2353045,123514667008,RoonDa0,Dan Rooney,1988,1,0,0,0,0,0,1,1,0,.68800002
cannon-smith-2,2013,S,,,220862,Memphis,Los Angeles Rams,,,10/21/1990,,,,2013,,,,,1,,,,,,1,1,0,Memphis,TN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,232.957,.95037943,350.38638,0,0,350.38638,350.38638,41180,.43799999,0,0,2800914,134913499136,KroeSt0,Stan Kroenke,2010,1,0,0,0,0,0,0,0,0,.46900001
carlos-gray-1,2014,DE,,,199193,North Carolina State,Green Bay Packers,,,6/30/1992,,,,2014,,,,,,,,,,,2,1,1,Pinson,AL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,236.73599,.96579629,0,1380.2083,0,1380.2083,1380.2083,24580,.75,1,0,314498,14491267072,packers-inc-100,Green Bay Packers Inc,1923,0,0,0,0,1,0,0,0,0,.53100002
casey-bramlet-1,2004,QB,,Cincinnati Bengals,240727,Wyoming,Cincinnati Bengals,,,4/2/1981,Cincinnati Bengals,7,218,2004,,,1,,,,0,0,0,0,1,1,0,Casper,WY,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,0,0,0,0,0,0,0,0,0,0,0,0,188.89999,.77064294,0,0,0,0,0,17140,.5,0,0,2058314,94093328384,BrowMi0,Mike Brown,1991,1,0,0,0,0,0,0,1,0,.5
casey-moore-1,2003,RB,,Carolina Panthers,243744,Stanford,Carolina Panthers,,,7/26/1980,Carolina Panthers,7,247,2003,,,1,,,,0,0,0,1,1,1,1,Largo,FL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,0,0,0,0,0,0,0,0,0,0,0,0,184,.75065273,0,0,0,0,0,16740,.68800002,1,0,1436003,66025582592,RichJe0,Jerry Richardson,1993,1,0,0,0,0,0,0,0,0,.43799999
cash-mouton-1,2005,CB,,,159993,Louisiana-Monroe,Baltimore Ravens,,,11/10/1982,,,,2005,,,,,,,,,,,6,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,195.3,.79675263,0,0,0,0,0,12580,.375,0,0,2644231,139884150784,BiscSt0,Steve Bisciotti,2004,1,0,0,0,0,0,0,0,0,.56300002
chad-abernathy-1999,1999,OL,,,106397,Arkansas,Minnesota Vikings,,,7/2/1976,,,,1999,,,,,,,,,,,1,1,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,166.60001,.67966712,0,0,0,0,0,33460,.625,1,0,2932268,150590914560,McCoRe0,Red McCombs,1998,1,0,0,0,0,0,0,0,0,.93800002
chad-faulcon-2012,2012,S,,,185590,Montclair State,Atlanta Falcons,,,12/21/1989,,,,2012,,,,,,,,,,,2,0,0,Cranford,NJ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,229.59399,.93665957,533.81189,0,0,533.81189,533.81189,12060,.81300002,1,0,5455324,239750873088,BlanAr0,Arthur Blank,2002,1,0,0,0,0,0,0,0,0,.625
chad-hamilton-2015,2015,T,,,218724,Coastal Carolina,Chicago Bears,,,10/21/1991,,,,2015,,,0,,,,,,1,1,2,0,0,Charleston,SC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,0,0,0,0,0,0,0,0,0,0,0,0,237.017,.96694273,0,1722.9562,0,1722.9562,1722.9562,16980,.375,0,0,9551031,532257079296,McCaVi0,Virginia Halas McCaskey,1983,1,0,0,0,0,0,0,1,0,.31299999
chad-pegues-1999,1999,DT,,,145813,Illinois State,Cincinnati Bengals,,,12/13/1976,,,,1999,,,,,1,,,,,,2,0,0,Gainesville,TX,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,166.60001,.67966712,0,0,0,0,0,17140,.25,0,0,1999126,87158579200,BrowMi0,Mike Brown,1991,1,0,0,0,0,0,0,1,0,.18799999
chad-setterstrom-2003,2003,OL,,,154095,Northern Iowa,New Orleans Saints,,,6/13/1980,,,,2003,,,0,,,,,,1,1,1,0,0,Northfield,MN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,0,0,0,0,0,0,0,0,0,0,0,0,184,.75065273,0,0,0,0,0,35380,.5,0,0,1343872,52856283136,BensTo0,Tom Benson,1985,1,0,0,0,0,0,0,0,0,.56199998
chad-ward-2001,2001,OL,,Jacksonville Jaguars,236948,Washington,San Francisco 49ers,,,1/12/1977,Jacksonville Jaguars,6,170,2001,,,1,,,,0,0,0,1,1,1,1,Finley,WA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,0,0,0,0,0,0,0,0,0,0,0,0,177.10001,.7225033,0,0,0,0,0,41860,.75,0,0,4174788,282090864640,deyo-york-100,Denise DeBartolo York and John York,2000,0,1,0,0,0,0,1,0,0,.375
chad-young-1,2014,FB,,,122409,San Diego State,New York Jets,,,7/29/1991,,,,2014,,,,,,,,,,,1,1,0,Pasadena,CA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,236.73599,.96579629,0,517.70752,0,517.70752,517.70752,35620,.25,0,0,20095119,1299512557568,JohnWo0,Robert Wood Johnson IV,2000,1,0,0,0,0,0,0,0,0,.5
chafie-fields-1,2000,WR,,,214777,Penn State,Denver Broncos,,,2/4/1977,,,,2000,,,0,,,,,,1,1,2,1,1,Philadelphia,PA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,0,0,0,0,0,0,0,0,0,0,0,0,172.2,.70251304,0,0,0,0,0,19740,.68800002,1,0,2170977,118678536192,BowlPa0,Pat Bowlen,1984,1,0,0,0,0,0,0,0,0,.375
